X;Y;osm_id;NAZWA
19.9673806;51.5138808;4262117812;D?browa p?tla
20.1308278;51.9502853;4263101158;Kozietulskiego
18.4070419;51.7690405;4263284660;Ga? Kaliska
18.4071084;51.7691178;4263284661;Ga? Kaliska
18.3944347;51.7720124;4263284665;Nowy Karolew
18.377385;51.7758833;4263284666;Raszawy
18.3566456;51.7905173;4263284667;Z?otniki
18.3844833;51.7743451;4263286873;
20.9134134;52.1617923;10040299616;Raszyn Centrum Medyczne 02
20.9127677;52.162401;10040353418;Raszyn Centrum Medyczne 01
20.9108044;52.1583404;10040369945;Nowe Grocholice Wary?skiego
20.9115128;52.1588156;10040369947;Nowe Grocholice Wary?skiego
20.8848221;52.1389777;10040406180;Wyp?dy Platynowa
20.8848417;52.139293;10040406182;Wyp?dy Platynowa
19.9517334;50.0683283;10041215211;Uniwersytet Ekonomiczny 04
19.9457583;50.057473;10042271631;Starowi?lna 08
19.9460402;50.0567055;10042271632;Starowi?lna 07
19.9490955;50.0586227;10042271633;Hala Targowa 01
21.0785465;52.7026495;4264780976;ul. Mickiewicza
21.1141317;52.6935167;4264829313;Pop?awy Szpital
21.1136484;52.6936087;4264829314;Pop?awy Szpital
21.1063946;52.6927035;4264830363;Pop?awy ul. Tartaczna (Zespó? Szkó? Nr 2)
21.1057051;52.6977325;4264839469;Pop?awy Sklep PSS
21.1057496;52.6977384;4264839472;Pop?awy Sklep PSS
19.2719135;49.9586789;4264981578;
19.3734947;50.0514356;4265158509;M?tków Du?y
19.3723405;50.0516597;4265158510;M?tków I
19.3580626;50.0553154;4265158523;
19.3580947;50.0553263;4265158524;
19.291324;50.8320731;4267633176;Wancerzów - Kościół
22.786943;50.9660956;4268747091;
17.3974757;51.2096713;4269782631;Wile?ska 1
22.8365836;50.9093751;4271854297;
19.8321314;50.0681565;10042488659;Le?miana 02
19.9492863;50.0685311;10042488662;Dworzec G?ówny Wschód 01
20.0016378;50.1063351;10042563421;Powsta?ców Magazyny 01
19.9747009;50.0967644;10042563422;Pr?dnik Czerwony 04
19.9240642;50.0407901;10042606026;S?omiana 04
21.3597827;50.4862456;10043396288;
21.3508769;50.4870728;10043396308;
23.1264633;50.4447852;10043834630;
21.6581235;51.0310575;10044006946;
21.6627452;51.0312775;10044006971;
21.6728094;51.0341432;10044007007;
21.6735551;51.0341331;10044007011;
21.6797078;51.0342779;10044007025;
19.0230078;50.2952987;10044137474;Osiedle Tuwima Lipowa
19.0052257;50.2953785;10044137478;Telewizja Katowice
20.826806;49.9336701;4274753948;
19.4690617;51.846656;4275510247;Okólna - ?agiewnicka
19.4900288;51.7289234;4278042655;Ni?sza - ?l?ska
19.4804526;51.7276922;4278045892;Dw. ?ód? Chojny
19.480345;51.7278114;4278045893;Kili?skiego - Dw. ?ód? Chojny
21.0838319;51.0409644;4278974373;Rynek 01
17.3048726;51.487715;4280529334;
14.8681262;50.9222232;4280845409;Drausendorf Schulverwaltung
18.5028863;54.27682;4283975603;Bielkowo
18.5049818;54.2827763;4285925069;Lublewo Gda?skie - Szkoła
17.7508787;54.5416019;4286197901;
19.9539382;50.1261903;4286270344;Bibice Rynek
19.9605387;50.1309849;4286273872;Bibice Mokra
21.4859344;50.2634649;4286484648;Inwestorów 02
19.7477766;52.5345797;4288641603;
19.747854;52.5350693;4288641627;
